PropertyType,Address,Description,Bedrooms,Bathrooms,Price GBP,Agent,Tel,Latitude,Longitude,geometry
Flat,"Adlay Apartments, 3 Millet Place, London E16",2 bed flat to rent,2.0,2.0,1960.0,"Marketed by Chestertons - South Quay Lettings, E14",020 8115 0334,51.50189,0.05289,POINT (0.05289 51.50189)
Flat,"Uxbridge Road, Uxbridge, Middlesex UB10",2 bed flat to rent,2.0,,1025.0,"Marketed by Christopher Nevill, UB8",01895 647018,51.52018,-0.41496,POINT (-0.41496 51.52018)
Flat,"Raipur Court, Lancaster Road, Uxbridge, Middlesex UB8",2 bed flat to rent,2.0,,1350.0,"Marketed by Christopher Nevill, UB8",01895 647018,51.54905,-0.4777,POINT (-0.4777 51.54905)
Flat,"St. Albans Studios, St. Albans Grove, London W8",3 bed flat to rent,3.0,2.0,4767.0,"Marketed by Parkes Estate Agents, W8",020 8033 3524,51.49918,-0.18745,POINT (-0.18745 51.49918)
Flat,"St. Albans Studios, St. Albans Grove, London W8",1 bed flat to rent,1.0,1.0,3012.0,"Marketed by Parkes Estate Agents, W8",020 8033 3524,51.49918,-0.18745,POINT (-0.18745 51.49918)
Studio,"Kirkfield House, 118-120 Station Road, Harrow, Middx HA1",Studio to rent,1.0,1.0,1250.0,"Marketed by Winkworth - Harrow, HA1",020 8115 4597,51.58503,-0.33257,POINT (-0.33257 51.58503)
Flat,"Nobel Drive, Harlington, Hayes UB3",2 bed flat to rent,2.0,1.0,1350.0,"Marketed by Leygate, N16",020 8033 2493,51.48104,-0.43217,POINT (-0.43217 51.48104)
Flat,"Cliff Court, Cliff Road, London NW1",2 bed flat to rent,2.0,1.0,1950.0,"Marketed by Chestertons - Camden & Primrose Hill, NW1",020 8115 2493,51.54802,-0.1283,POINT (-0.1283 51.54802)
Flat,"Roland Gardens, South Kensington SW7",3 bed flat to rent,3.0,,3900.0,"Marketed by Draker Sloane Square, SW1W",020 3478 3453,51.48895,-0.18057,POINT (-0.18057 51.48895)
Flat,"Cliff Court, Cliff Road, London NW1",2 bed flat to rent,2.0,1.0,2708.0,"Marketed by Chestertons - Camden & Primrose Hill, NW1",020 8115 2493,51.54802,-0.1283,POINT (-0.1283 51.54802)
Flat,"Roland Gardens, South Kensington SW7",3 bed flat to rent,3.0,,6067.0,"Marketed by Draker Sloane Square, SW1W",020 3478 3453,51.48895,-0.18057,POINT (-0.18057 51.48895)
Flat,"Trinity Rise, London SW2",3 bed flat to rent,3.0,1.0,2500.0,"Marketed by Winkworth - Herne Hill, SE24",020 8022 2681,51.44497,-0.11099,POINT (-0.11099 51.44497)
Flat,London SW11,1 bed flat to rent,1.0,1.0,2250.0,"Marketed by Chestertons - Battersea Park, SW11",020 8115 2489,51.466632,-0.165604,POINT (-0.165604 51.466632)
Flat,"Leslie Road, London, Greater London. E11",4 bed flat to rent,4.0,2.0,1700.0,"Marketed by Victor Michael, E11",020 8115 1323,51.55381,-0.00437,POINT (-0.00437 51.55381)
Flat,"Peter Street, London W1F",1 bed flat to rent,1.0,1.0,1798.0,"Marketed by Robert Irving Burns, W1W",020 8115 4096,51.51279,-0.1342,POINT (-0.1342 51.51279)
Studio,"St. James Road, Sutton SM1",Studio to rent,1.0,1.0,850.0,"Marketed by Cubitt & West - Sutton, SM2",020 3463 0139,51.36332,-0.20155,POINT (-0.20155 51.36332)
Room,"Duckett Road, London N4",Room to rent,1.0,1.0,685.0,"Marketed by Treewood, N22",020 3641 4205,51.57902,-0.10372,POINT (-0.10372 51.57902)
Studio,"Kilburn High Road, Kilburn NW6",Studio to rent,1.0,1.0,845.0,"Marketed by Ewing property Consultants, NW10",020 3641 9140,51.53509,-0.18952,POINT (-0.18952 51.53509)
Flat,"Wards Wharf Approach, London, Greater London. E16",1 bed flat to rent,1.0,1.0,1200.0,"Marketed by Victor Michael, E13",020 8115 1321,51.51242,0.03777,POINT (0.03777 51.51242)
Flat,"Queens Club Gardens, West Kensington W14",1 bed flat to rent,1.0,1.0,1325.0,"Marketed by The London Broker, W1J",020 8115 8791,51.4861,-0.20783,POINT (-0.20783 51.4861)
Flat,"Effra Parade, Brixton SW2",1 bed flat to rent,1.0,1.0,1400.0,"Marketed by The London Broker, W1J",020 8115 8791,51.45692,-0.10957,POINT (-0.10957 51.45692)
Flat,"120, Elephant Road, London SE17",2 bed flat to rent,2.0,,2470.0,"Marketed by Get Living - Elephant and Castle, SE1",020 8033 2104,51.49445,-0.098,POINT (-0.098 51.49445)
Flat,"25, Cheering Lane, London E20",2 bed flat to rent,2.0,,2000.0,"Marketed by Get Living - East Village, E20",020 7768 6423,51.54828,-0.00661,POINT (-0.00661 51.54828)
Studio,"13 Charlotte Place (2), Fitzrovia, London W1T",Studio to rent,1.0,1.0,1400.0,"Marketed by Pearl & Coutts, N1",020 3641 5095,51.51897,-0.13597,POINT (-0.13597 51.51897)
Flat,"Colehill Lane, London SW6",2 bed flat to rent,2.0,1.0,2080.0,"Marketed by Carter Jonas - Parsons Green, Fulham, SW6",020 8033 3976,51.47537,-0.21192,POINT (-0.21192 51.47537)
Flat,"Amhurst Road, Stoke Newington/Hackney E8",2 bed flat to rent,2.0,1.0,1700.0,"Marketed by Net Properties, N8",020 3641 6323,51.55514,-0.06863,POINT (-0.06863 51.55514)
Detached house,"Helme Close, London SW19",3 bed detached house to rent,3.0,3.0,6000.0,"Marketed by Robert Holmes, SW19",020 3478 3537,51.42623,-0.20661,POINT (-0.20661 51.42623)
Flat,"Brompton Road, London SW3",3 bed flat to rent,3.0,3.0,6500.0,"Marketed by London West Properties and Finance, SW1X",020 8033 9599,51.49757,-0.16673,POINT (-0.16673 51.49757)
Flat,"Wilkinson Close, London NW2",3 bed flat to rent,3.0,2.0,2249.0,"Marketed by Dexters - Cricklewood, NW2",020 7794 1730,51.5647,-0.22367,POINT (-0.22367 51.5647)
Property,"Colonnade, Russell Square, Bloomsbury WC1N",2 bed property to rent,2.0,1.0,1820.0,"Marketed by LDG, W1W",020 8033 8849,51.52121,-0.12712,POINT (-0.12712 51.52121)
Detached house,"Kingsway, New Malden, London KT3",4 bed detached house to rent,4.0,2.0,2800.0,"Marketed by Brinkley's Estate Agents, SW19",020 3641 4161,51.39807,-0.23222,POINT (-0.23222 51.39807)
Flat,"Imperial Building, Woolwich, London SE18",1 bed flat to rent,1.0,1.0,1450.0,"Marketed by Foxtons - Woolwich, SE18",020 3641 4846,51.474,0.05986,POINT (0.05986 51.474)
Flat,"Arsenal Way, Woolwich, London SE18",1 bed flat to rent,1.0,1.0,1650.0,"Marketed by Foxtons - Woolwich, SE18",020 3641 4846,51.4913,0.07286,POINT (0.07285999999999999 51.4913)
Flat,"Victory Parade, Woolwich, London SE18",2 bed flat to rent,2.0,2.0,1675.0,"Marketed by Foxtons - Woolwich, SE18",020 3641 4846,51.49151,0.07161,POINT (0.07160999999999999 51.49151)
Flat,"Worple Road, Wimbledon, London SW19",2 bed flat to rent,2.0,2.0,4984.0,"Marketed by Foxtons - Wimbledon, SW19",020 3641 6181,51.41539,-0.21906,POINT (-0.21906 51.41539)
Maisonette,"Walpole Road, Colliers Wood, London SW19",2 bed maisonette to rent,2.0,1.0,1650.0,"Marketed by Foxtons - Tooting, SW17",020 3641 6568,51.42132,-0.17645,POINT (-0.17645 51.42132)
Flat,"Goldhurst Terrace, South Hampstead, London NW6",2 bed flat to rent,2.0,1.0,2059.0,"Marketed by Foxtons - West Hampstead, NW6",020 3641 3347,51.54526,-0.18025,POINT (-0.18025 51.54526)
Property,"Abbey Road, South Hampstead, London NW6",5 bed property to rent,5.0,2.0,4000.0,"Marketed by Foxtons - West Hampstead, NW6",020 3641 3347,51.54049,-0.18801,POINT (-0.18801 51.54049)
Flat,"Upper Tooting Road, Tooting, London SW17",2 bed flat to rent,2.0,1.0,1600.0,"Marketed by Foxtons - Tooting, SW17",020 3641 6568,51.43566,-0.15963,POINT (-0.15963 51.43566)
Flat,"South Lambeth Road, Vauxhall, London SW8",1 bed flat to rent,1.0,1.0,1625.0,"Marketed by Foxtons - Vauxhall, SW8",020 3641 7470,51.48498,-0.12265,POINT (-0.12265 51.48498)
Terraced house,"Larbert Road, Streatham Vale, London SW16",3 bed terraced house to rent,3.0,1.0,1800.0,"Marketed by Foxtons - Streatham, SW16",020 8022 0059,51.41528,-0.14283,POINT (-0.14283 51.41528)
Flat,"Beadles Parade, Rainham Road South, Dagenham RM10",2 bed flat to rent,2.0,1.0,1300.0,"Marketed by Skylord estates, IG1",020 8022 1444,51.55156,0.16083,POINT (0.16083 51.55156)
Maisonette,"Charmian House, Hoxton, London N1",3 bed maisonette to rent,3.0,1.0,2700.0,"Marketed by Foxtons - Shoreditch, EC2A",020 8128 4571,51.53189,-0.08001,POINT (-0.08001 51.53189)
Flat,"Pier House, Chelsea, London SW3",3 bed flat to rent,3.0,2.0,5980.0,"Marketed by Foxtons - Sloane Square, SW3",020 3641 0728,51.48448,-0.15955,POINT (-0.15955 51.48448)
Flat,"South Kensington, South Kensington, London SW7",1 bed flat to rent,1.0,1.0,4767.0,"Marketed by Foxtons - South Kensington, SW7",020 8128 9215,51.49619,-0.18437,POINT (-0.18437 51.49619)
Flat,"St Johns Wood Road, St John's Wood, London NW8",3 bed flat to rent,3.0,2.0,3684.0,"Marketed by Foxtons - St John's Wood, NW8",020 3641 2382,51.52635,-0.17635,POINT (-0.17635 51.52635)
Flat,"Claverton Street, Pimlico, London SW1V",1 bed flat to rent,1.0,1.0,1712.0,"Marketed by Foxtons - Pimlico & Westminster, SW1V",020 3641 0478,51.48638,-0.1378,POINT (-0.1378 51.48638)
Flat,"Talbot Road, Westbourne Grove, London W11",1 bed flat to rent,1.0,1.0,2492.0,"Marketed by Foxtons - Notting Hill, W11",020 3641 8797,51.51538,-0.19081,POINT (-0.19081 51.51538)
Flat,"Nether Street, Finchley, London N3",2 bed flat to rent,2.0,1.0,1650.0,"Marketed by Foxtons - North Finchley, N12",020 8128 2053,51.60392,-0.19637,POINT (-0.19637 51.60392)
Studio,"Vincent Square, Westminster, London SW1P",Studio to rent,1.0,1.0,1950.0,"Marketed by Foxtons - Pimlico & Westminster, SW1V",020 3641 0478,51.49297,-0.13379,POINT (-0.13379 51.49297)
Studio,"Holland Park, Holland Park, London W11",Studio to rent,1.0,1.0,1430.0,"Marketed by Foxtons - Notting Hill, W11",020 3641 8797,51.50617,-0.20909,POINT (-0.20909 51.50617)
Flat,"Westminster Palace Gardens, Westminster, London SW1P",2 bed flat to rent,2.0,2.0,3445.0,"Marketed by Foxtons - Pimlico & Westminster, SW1V",020 3641 0478,51.49469,-0.13236,POINT (-0.13236 51.49469)
Flat,"Regency Street, Westminster, London SW1P",1 bed flat to rent,1.0,1.0,2145.0,"Marketed by Foxtons - Pimlico & Westminster, SW1V",020 3641 0478,51.492,-0.13223,POINT (-0.13223 51.492)
Flat,"Grosvenor Waterside, Chelsea, London SW1W",2 bed flat to rent,2.0,1.0,2817.0,"Marketed by Foxtons - Pimlico & Westminster, SW1V",020 3641 0478,51.48577,-0.14895,POINT (-0.14895 51.48577)
Flat,"Nether Street, Finchley, London N3",2 bed flat to rent,2.0,1.0,3100.0,"Marketed by Foxtons - North Finchley, N12",020 8128 2053,51.60392,-0.19637,POINT (-0.19637 51.60392)
Studio,"Oakley Street, Chelsea, London SW3",Studio to rent,1.0,1.0,1517.0,"Marketed by Foxtons - Sloane Square, SW3",020 3641 0728,51.48485,-0.16829,POINT (-0.16829 51.48485)
Flat,"Callander Road, London SE6",1 bed flat to rent,1.0,1.0,1050.0,"Marketed by OpenRent, EC1N",020 3542 2178,51.43681,-0.00972,POINT (-0.009719999999999999 51.43681)
Flat,"NW90Lh, London NW9",3 bed flat to rent,3.0,3.0,2400.0,"Marketed by OpenRent, EC1N",020 3542 2178,51.58704,-0.25877,POINT (-0.25877 51.58704)
Maisonette,"Wellington Road North, Hounslow TW4",3 bed maisonette to rent,3.0,2.0,1700.0,"Marketed by OpenRent, EC1N",020 3542 2178,51.4652,-0.37823,POINT (-0.37823 51.4652)
Flat,"Hardwicks Square, London SW18",2 bed flat to rent,2.0,2.0,2200.0,"Marketed by OpenRent, EC1N",020 3542 2178,51.45655,-0.19659,POINT (-0.19659 51.45655)
Studio,"Russet Crescent, London N7",Studio to rent,1.0,1.0,900.0,"Marketed by OpenRent, EC1N",020 3542 2178,51.55231,-0.11677,POINT (-0.11677 51.55231)
Flat,"Chesterton Road, London W10",1 bed flat to rent,1.0,1.0,1733.0,"Marketed by OpenRent, EC1N",020 3542 2178,51.52081,-0.21028,POINT (-0.21028 51.52081)
Studio,"Station Road, London NW4",Studio to rent,1.0,1.0,950.0,"Marketed by OpenRent, EC1N",020 3542 2178,51.5839,-0.23353,POINT (-0.23353 51.5839)
Flat,"Okehampton Close, London N12",2 bed flat to rent,2.0,1.0,1345.0,"Marketed by OpenRent, EC1N",020 3542 2178,51.61664,-0.17158,POINT (-0.17158 51.61664)
Flat,"Park Drive, London E14",1 bed flat to rent,1.0,1.0,2300.0,"Marketed by OpenRent, EC1N",020 3542 2178,51.50237,-0.01377,POINT (-0.01377 51.50237)
Flat,"Thurlow Park Road, London SE21",1 bed flat to rent,1.0,1.0,1300.0,"Marketed by OpenRent, EC1N",020 3542 2178,51.44005,-0.09686,POINT (-0.09686 51.44005)
Flat,"Sulgrave Road, Hammersmith, London W6",3 bed flat to rent,3.0,2.0,2709.0,"Marketed by Foxtons - Shepherds Bush, W12",020 3641 0585,51.50024,-0.2259,POINT (-0.2259 51.50024)
Maisonette,"Bowyer House, Hoxton, London N1",4 bed maisonette to rent,4.0,2.0,3142.0,"Marketed by Foxtons - Shoreditch, EC2A",020 8128 4571,51.53189,-0.08001,POINT (-0.08001 51.53189)
Flat,"Lordship Lane, London N16",1 bed flat to rent,1.0,1.0,1150.0,"Marketed by OpenRent, EC1N",020 3542 2178,51.44564,-0.0709,POINT (-0.0709 51.44564)
Flat,"Marchant Apartments, Harrow HA1",2 bed flat to rent,2.0,2.0,1550.0,"Marketed by OpenRent, EC1N",020 3542 2178,51.59558,-0.34501,POINT (-0.34501 51.59558)
Flat,"Ladbroke Grove, London W10",2 bed flat to rent,2.0,1.0,1750.0,"Marketed by OpenRent, EC1N",020 3542 2178,51.51636,-0.20926,POINT (-0.20926 51.51636)
Flat,"Regency Street, Westminster, London SW1P",1 bed flat to rent,1.0,1.0,3250.0,"Marketed by Foxtons - Pimlico & Westminster, SW1V",020 3641 0478,51.492,-0.13223,POINT (-0.13223 51.492)
Studio,"Vincent Square, Westminster, London SW1P",Studio to rent,1.0,1.0,1300.0,"Marketed by Foxtons - Pimlico & Westminster, SW1V",020 3641 0478,51.49297,-0.13379,POINT (-0.13379 51.49297)
Terraced house,"Winthorpe Road, Putney SW15",6 bed terraced house to rent,6.0,2.0,3500.0,"Marketed by Rosewood Estates, SW15",020 8022 0046,51.46236,-0.21044,POINT (-0.21044 51.46236)
Flat,"Manor Rd, London E10",2 bed flat to rent,2.0,1.0,1600.0,"Marketed by OpenRent, EC1N",020 3542 2178,51.56844,-0.01728,POINT (-0.01728 51.56844)
Flat,"Foulser Road, London SW17",1 bed flat to rent,1.0,1.0,1400.0,"Marketed by OpenRent, EC1N",020 3542 2178,51.43436,-0.15982,POINT (-0.15982 51.43436)
Semi-detached house,"Chalkwell Park Avenue, Enfield EN1",4 bed semi-detached house to rent,4.0,3.0,2200.0,"Marketed by OpenRent, EC1N",020 3542 2178,51.64763,-0.07858,POINT (-0.07858 51.64763)
Flat,"Rusper Court, London SW9",2 bed flat to rent,2.0,1.0,1900.0,"Marketed by OpenRent, EC1N",020 3542 2178,51.56083,-0.2233,POINT (-0.2233 51.56083)
Flat,"Spray Street, London SE18",2 bed flat to rent,2.0,1.0,1400.0,"Marketed by OpenRent, EC1N",020 3542 2178,51.49023,0.07035,POINT (0.07035 51.49023)
Flat,"Orford Court, London SE27",2 bed flat to rent,2.0,1.0,1275.0,"Marketed by OpenRent, EC1N",020 3542 2178,53.48385,-2.50476,POINT (-2.50476 53.48385)
Flat,"Upper Street, London N1",4 bed flat to rent,4.0,2.0,3200.0,"Marketed by OpenRent, EC1N",020 3542 2178,51.54055,-0.10245,POINT (-0.10245 51.54055)
Studio,"Mathieson House, London E4",Studio to rent,1.0,1.0,900.0,"Marketed by OpenRent, EC1N",020 3542 2178,51.62516,-0.01959,POINT (-0.01959 51.62516)
Semi-detached house,"Whitefoot Lane, Bromley BR1",2 bed semi-detached house to rent,2.0,1.0,1650.0,"Marketed by OpenRent, EC1N",020 3542 2178,51.43043,-0.00474,POINT (-0.00474 51.43043)
Flat,"Blackfen Road, Sidcup DA15",1 bed flat to rent,1.0,1.0,1025.0,"Marketed by OpenRent, EC1N",020 3542 2178,51.4509,0.0875,POINT (0.08749999999999999 51.4509)
Flat,"Harcourt Terrace, Old Brompton, London SW10",2 bed flat to rent,2.0,2.0,2492.0,"Marketed by Wedgewood Estates, W14",020 3463 9529,51.48748,-0.18628,POINT (-0.18628 51.48748)
Semi-detached house,"Market Place, Brentford TW8",3 bed semi-detached house to rent,3.0,2.0,2450.0,"Marketed by OpenRent, EC1N",020 3542 2178,51.48325,-0.30957,POINT (-0.30957 51.48325)
Flat,"Kwr 2 Bed, London SW2",2 bed flat to rent,2.0,1.0,1750.0,"Marketed by OpenRent, EC1N",020 3542 2178,51.46059,-0.1133,POINT (-0.1133 51.46059)
Semi-detached house,"Wilverley Crescent, New Malden KT3",4 bed semi-detached house to rent,4.0,1.0,2600.0,"Marketed by Foxtons - New Malden, KT3",020 3641 2305,51.39006,-0.25457,POINT (-0.25457 51.39006)
Flat,"Harrow Road, London W9",2 bed flat to rent,2.0,1.0,1565.0,"Marketed by OpenRent, EC1N",020 3542 2178,51.52696,-0.20965,POINT (-0.20965 51.52696)
Flat,"Poplar, London E14",3 bed flat to rent,3.0,1.0,1900.0,"Marketed by OpenRent, EC1N",020 3542 2178,51.50877,-0.01322,POINT (-0.01322 51.50877)
Flat,"Albert Hall Mansions, London SW7",2 bed flat to rent,2.0,2.0,3200.0,"Marketed by OpenRent, EC1N",020 3542 2178,51.5342,0.05954,POINT (0.05954 51.5342)
Maisonette,"Beaconsfield Road, London N11",1 bed maisonette to rent,1.0,1.0,1250.0,"Marketed by OpenRent, EC1N",020 3542 2178,51.622,-0.15223,POINT (-0.15223 51.622)
Flat,"West Cromwell Road, London SW5",2 bed flat to rent,2.0,1.0,1907.0,"Marketed by OpenRent, EC1N",020 3542 2178,51.49447,-0.19535,POINT (-0.19535 51.49447)
Flat,"Chambers Street SE16,",1 bed flat to rent,1.0,1.0,1650.0,"Marketed by OpenRent, EC1N",020 3542 2178,51.50066,-0.06789,POINT (-0.06789000000000001 51.50066)
Flat,"Lavender Hill, London SW11",1 bed flat to rent,1.0,1.0,1500.0,"Marketed by OpenRent, EC1N",020 3542 2178,51.46406,-0.16477,POINT (-0.16477 51.46406)
Flat,"Acton Lane, London NW10",1 bed flat to rent,1.0,1.0,1220.0,"Marketed by OpenRent, EC1N",020 3542 2178,51.53009,-0.26822,POINT (-0.26822 51.53009)
Flat,"Honor Oak Mansions, London SE22",2 bed flat to rent,2.0,1.0,1650.0,"Marketed by OpenRent, EC1N",020 3542 2178,51.45046,-0.05368,POINT (-0.05368 51.45046)
Flat,"Ovesdon Avenue, Harrow HA2",1 bed flat to rent,1.0,1.0,1000.0,"Marketed by OpenRent, EC1N",020 3542 2178,51.57168,-0.3753,POINT (-0.3753 51.57168)
Maisonette,"Sandalwood Road, Feltham TW13",5 bed maisonette to rent,5.0,1.0,1850.0,"Marketed by OpenRent, EC1N",020 3542 2178,51.43996,-0.40707,POINT (-0.40707 51.43996)
Flat,"Grosvenor Court, London W5",1 bed flat to rent,1.0,1.0,1300.0,"Marketed by OpenRent, EC1N",020 3542 2178,51.63857,-0.13327,POINT (-0.13327 51.63857)
Room,"Illingworth Close, Mitcham CR4",Room to rent,1.0,1.0,625.0,"Marketed by Urbanhome, SW19",020 8033 8644,51.40332,-0.17737,POINT (-0.17737 51.40332)
Flat,"Raphael House, Ilford IG1",2 bed flat to rent,2.0,2.0,1430.0,"Marketed by OpenRent, EC1N",020 3542 2178,51.59238,0.08705,POINT (0.08705 51.59238)
Semi-detached house,"Hudson Way, London N9",3 bed semi-detached house to rent,3.0,1.0,1900.0,"Marketed by OpenRent, EC1N",020 3542 2178,51.62311,-0.04537,POINT (-0.04537 51.62311)
Flat,"Nottingham Place, Marylebone, London W1U",3 bed flat to rent,3.0,3.0,8667.0,"Marketed by Foxtons - Marylebone & Mayfair, W1U",020 3641 1747,51.5207,-0.15302,POINT (-0.15302 51.5207)
Property,"Clifton Road, Little Venice, London W9",1 bed property to rent,1.0,1.0,1517.0,"Marketed by Foxtons - Maida Vale, W9",020 3641 3197,51.52566,-0.17889,POINT (-0.17889 51.52566)
Flat,"Britannia Village, Docklands, London E16",2 bed flat to rent,2.0,1.0,1400.0,"Marketed by Love London Property, E2",020 8115 4726,51.50503,0.02029,POINT (0.02029 51.50503)
Maisonette,"St Pauls Road, Highbury And Islington, London N1",3 bed maisonette to rent,3.0,1.0,3250.0,"Marketed by Foxtons - Islington, N1",020 3641 6298,51.54679,-0.09052,POINT (-0.09052 51.54679)
Property,"Roupell Street, Waterloo, London SE1",2 bed property to rent,2.0,1.0,4334.0,"Marketed by Foxtons - London Bridge, SE1",020 3641 4576,51.50528,-0.10764,POINT (-0.10764 51.50528)
End terrace house,"South Hill Avenue, South Harrow, Harrow HA2",4 bed end terrace house to rent,4.0,1.0,2400.0,"Marketed by Foxtons - Harrow, HA1",020 8128 4567,51.56386,-0.33923,POINT (-0.33923 51.56386)
Flat,"Palace Wharf, Hammersmith, London W6",2 bed flat to rent,2.0,2.0,3857.0,"Marketed by Foxtons - Fulham Broadway, SW6",020 3641 8662,51.48967,-0.22374,POINT (-0.22374 51.48967)
Flat,"Lynton Terrace, Acton, London W3",2 bed flat to rent,2.0,1.0,1600.0,"Marketed by Foxtons - Ealing, W5",020 3641 8897,51.4931,-0.26681,POINT (-0.26681 51.4931)
Flat,"Cromwell Road, South Kensington, London SW5",2 bed flat to rent,2.0,1.0,2514.0,"Marketed by Foxtons - Earls Court, SW5",020 8128 0470,51.49459,-0.18621,POINT (-0.18621 51.49459)
Flat,"Upper Richmond Road, Putney SW15",2 bed flat to rent,2.0,1.0,1995.0,"Marketed by Rosewood Estates, SW15",020 8022 0046,51.46311,-0.22631,POINT (-0.22631 51.46311)
Flat,"Connersville Way, Croydon CR0",2 bed flat to rent,2.0,2.0,1600.0,"Marketed by Foxtons - Croydon, CR0",020 3641 3363,51.37387,-0.11446,POINT (-0.11446 51.37387)
Flat,"Palace Court, London W2",2 bed flat to rent,2.0,2.0,3683.0,"Marketed by TEMPOCASA ESTATE AGENTS, W11",020 8022 8795,51.5111,-0.19177,POINT (-0.19177 51.5111)
Flat,"College Hill, City, London EC4R",1 bed flat to rent,1.0,1.0,2275.0,"Marketed by Foxtons - Clerkenwell, EC1M",020 3641 4217,51.51139,-0.09226,POINT (-0.09225999999999999 51.51139)
Studio,"Indescon Square, Canary Wharf, London E14",Studio to rent,1.0,1.0,1279.0,"Marketed by Foxtons - Canary Wharf, E14",020 3641 3815,51.48783,-0.02008,POINT (-0.02008 51.48783)
Terraced house,"Eden Close, Enfield EN3",3 bed terraced house to rent,3.0,2.0,1650.0,"Marketed by Rigley Estate Agents, IG6",020 8115 7730,51.66853,-0.01444,POINT (-0.01444 51.66853)
Room,"Silbury Avenue, Mitcham CR4",Room to rent,1.0,1.0,650.0,"Marketed by Urbanhome, SW19",020 8033 8644,51.41138,-0.17281,POINT (-0.17281 51.41138)
